Title,Price,Sold,Reviews,Condition,Mounting & Moving,Country/Region of Manufacture,Heating System,UPC,EAN,Power Source,Color,Number of Heat Settings,MPN,Material,Brand,Type,Control Style,Model,Features,Mounting Location,Item Width,Power,Colour,Room,Item Length,Item Depth,Heating Element Format,Voltage,Area Covered,Year Manufactured,BTU Heating Rating,Timer Control,Air Direction,Smart Home Protocol,Operating Sound Rating,Cool Fan Setting,Location,Recommended Environment,Type 1,Custom Bundle,Heating Element Material,Power (W),Design,Voltage Supply,Bundle Listing,Heating Technology,Energy Efficiency Rating,Unit Type,Energy Star,Tank Capacity,Energy Efficiency Ratio (EER),EC Range,Application,Annual Fuel Utilization Efficiency (AFUE),Size,Wattage,ISBN,Non-Domestic Product,Modified Item,Heater Type,Cable Length,Width,Heater Style,Height,Style,Smart Home Compatibility,Manufacturer Warranty,Country of Origin,Product Name,Temperature,Cover material,Lead wire,Perfermance 1,Perfermance 2,Bundle Description,Number of Cool Speeds,Tonnage,style,Manufacturer Part Number,Manufacturer,Item Height,Item Weight,Prop65_fl,Prop65Warning,ProductType,Country of Manufacture,Product Type,Instructions Included,Shape,Refrigerant,Compatible Model,Current Rating,Country Of Origin,Package Contents,Voltage:,Power ：,Product color:,Power supply:,Packing:,Number of Items,Use,Certification,Electric Heater Type,Heating Element,Installation,Origin,Contents of the package,Application Area,Rotating Speed,Timing Function,(Remote control) Battery,Volatage,Wire Length,Applications 2,Applications 3,Function 1,Function 2,Heating Method,Item Dimensions LxWxH,Region Code,Item model number,Package Dimensions,Heat Output,Weight,Heater,Finish,Manufacturer Color,Collection,Category,California Prop. 65 Warning,Color:,Power:,Application area:,Compressor Type,Personal Heater,Heating Wattage,Recommended Location,Plug Type,Applicable Area,Programmable Timer,Air Volume,Idle Speed of Fan,Frequency,Part Number,Batteries Required?,Item Package Quantity,Product Dimensions,Warranty Description,Batteries Included?,Number Of Pieces,Is Discontinued By Manufacturer,Included Components,Energy Rating,Stock #,KeroHeat Wick,Redstone RS-110 Wick,Compatible Product,Feature,HeatMate CTN110 Wick,Measurement (Approximate),Title,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word 2,Key Word 3,Key Word 4,Max. Power (kW),Dimension(L*W*H),Insulation,Heating BTU,Name,Power Cord Length,Product Power,Fit For,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Model Number,Number Of Speed Settings,Area Heated,Voltage (v),Function,Sku,Temperature Range,Timing Time,Wind Speed,Package,Quality,Positive,Ships From,Made in,payment,Overall Length (In.),Overall Length,Terminals,Sheath Material,NumberOfItems,Slotted Hole Width,Mounting Dimension,Watts,Screw Size,Max. Sheath Temp.,Mounting Type,Watt Density,Phase,Slotted Hole Length,Quantity,Room Coverage Area,Item name,Control,Christmas gift,Ceramic Heating Element,Plugs,Heater electrics,Voltage (V),Mini Warmer,Warm air mcahine,Fan Heater,Suitable for,Winter warm items,Brand Name,Heater For Home,Wall heater,Home Heater,Number of Speed Settings,Winter Hand Warmer,Air Blower,SHIPPING,RETURN,ITEM LOCATION,International buyers,Tube Length
500W PTC Portable Heating Electric Heater Warm Fan Air Winter Warmer Blower  k&,43.42,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,HLS3172645,,Unbranded/Generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HLS3172645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,500W,10㎡-20㎡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60V 1000W Insulated Thermostatic PTC Ceramic Air Heater Aluminum Heating Element,,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,Forced Air/Fan,354482683443,,"Electric, Fan",Black,1,8705267768,"Aluminum, Ceramic",Unbranded,Electric Heater Parts,"Push Button, Switch",8705267745,Timer,"Desk/Tabletop, Wall",See picture,1000W,,,See picture,See picture,See picture,60,100 sq ft or Less,2021,See picture,None,None,"Clear Connect, Powerline/UPB",11-20 dB,,,,,No,PTC Thermistor,,,,,,,,A++,1 gal or Less (5 L),3 or Less,A+++ - D,,See picture,,,,,,,See picture,,,,,Amazon Alexa,Other: See Item Description,,,,,,,,,,None,,,,,,,,,,,,,None,,Less Than 5 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage Markel 198TE Neo-Glo Element Space Heater - Used - See Pictures,34.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,Radiant,0697333895689,,Electric,Brown,Variable,198TE,Steel,Markel,Portable Heater,"Dial, Rotary Knob",,,Floor,,1001-1500 W,,,,,Coil,120 V,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr Heater 5-Foot Propane Hose Assembly,32.22, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,758710431484,Does not apply,,Multicolor,,Does not apply,,Mr. Heater,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One Size,,0799360364821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyna-Glo Tank Top Propane Heater  RMC-TT15S Pre-Owned Tested Working,34.99, , ,,,,Radiant,,,Propane,,Variable,,,Dyna-Glo,Portable Heater,,RMC-TT15S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500W Mini Ceramic Electric Heater Home Office Space Heating Portable Fan Silent,33.89,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Does not apply,,,,,,,Unbranded,Portable Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr Heater Portable Buddy Propane Hose Assemblies, 5 Ft",30.92,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,00856795737016,,,,,F273701,,Heat Star,Forced Air Heater Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wall Electric Heater Indoo Mini Fan Heater Personal Space Heater Hand Warmer,35.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Forced Air/Fan,,,"Electric, Fan",Black,3,,Ceramic,LISM,spa,"Digital, Push Button, Switch, Touch",Mini Heaters,,Wall,,,,,,,Coil,110 V / 220V,20 sq ft or Less,,260W,,,,,,,,,,Steel,,,,,,,,5 Stars,,,,,Less Than 80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasko 30 in - 1,500 Watt Electric Portable Ceramic Heater with Remote CT30750",30.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,Electric,Black,,CT30750,Ceramic,Lasko,Tower Heater,"Digital, Touch",Lasko CT30750,Timer,Floor,30 in,1001-1500 W,,,,,,,,,,8 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Remote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeWarm We Warm Quartz Infrared Space Heater HT1195 Medium room size 1500 Watts,32.0, , ,,,,Forced Air/Fan,6971358490222,,Electric,Black,2,HT1195,Steel,Watts,Portable Heater,Remote Control,HT11956,Auto Shut-off,Floor,9,1500,,,13,8,Coil,120 V,251-300 sq ft,Unknown,NA,,,Infrared,NA,,,,,,QUARTZ INFRARED,,,,,,,,A,DOES NOT Apply,9.1-10,A - G,,na,,,,,,,,,,,,does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ROADPRO RPSL-581 Car Fan,Heater,12V,15A",31.55, ,"[""I was very excited to give this item to my husband for a small Christmas gift.He doesn't drive his single cab all that often, however when he does, he'd like it warm.  So He used this for 3-4 times since Christmas and it blew out his fuse panel and fan itself as well as the auxiliary it was plugged into.So I would NOT recommend this item, I am very disappointed and have just requested a return on this item and a FULL REFUND.Sorry to disappoint however, I was too."", ""The heater is not quite strong enough to heat the vehicle but does heat a little.  The plug does get pretty hot after about ten minutes of running.  I have a 20 amp socket to plug to so maybe the plug isn't heavy enough.  It is quick heat when you plug it in. Just not enough to do what I was hoping it would do."", ""it's so bad and not work good and the heat of it is very weak i don't advice any one to buy it"", ""Nice little heater for maybe a car, but didn't work for me in a small plane."", 'It would not heat a cigar box ....much less a vehicle.it is a joke... a farce......worthless..............', 'Love these little heaters , when your heater core goes and you cant afford to fix it this is the perfect solution , thanks guys , awesome product and service', 'good for heat at the feet - which is why I bought it! could have more fan power but you get what you pay for!', ""Only thing I don't like is the fan isn't as strong as I hoped, but still works great"", 'Works good', 'Perfect for the RV!']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,045464295814,0045464295814,Electric,Black,1,RPSL-581,,RoadPro,12 Volt Accessories,Switch,RPSL-581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frigidaire Tabletop Adjustable Heater Heats 5,120 BTUs 2 Heat Settings ",, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Electric Heater,0815214023321,,Electric,White,2,FGD-H101-WHT,Plastic,Frigidaire,Portable Heater,Rotary Knob,Heater,Heater,Tabletop,.,Na,,,.,.,Coil,12 V,.,,5000-5999 BTU,,,,Standard,,,,,,Na,,,,,,,,A,.,.,A - G,,Na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New 500W Mini Silent Black Ceramic Electric Heater Home Office Heating Fan,32.29,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,Ceramic heating,,,Electric,Black/pink,,,Anti-flaming ABS Materials,Unbranded,Baseboard Heater,Switch,,,"Desk/Tabletop, Floor",75mm,,,,100mm,,,220 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR HEATER F210359  Mr heater Thermostat (compatible with the Big Maxx series ...,31.16,30-day returns,"[' I am able to keep my garage at a lower temperature , but still above freezing. With this thermostat i can maintain a 40 degree temp. ,this allows me to save considerably on my propane.', 'Direct replacement easy install and works great in my garage', 'Not to accrete on setting but works good.', 'Easy, quick installation, reasonable price', 'Best and very simple to use garage heater thermostat ', 'does not hold consistent temp.', 'Very cheaply made. works if you fiddle with it']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Radiant,0089301103597,0089301103597,"Electric, Gas, Propane, Natural Gas",White,1,F210359,"Aluminum, Plastic",Mr. Heater,Home & Garden,"Mechanical, Analog/Mechanical",F210359,"Automatic Changeover, Wall-Mounted, Thermostat, Cooling, Heating, Wall Mountable, Thermostat,Wall Mountable, Programmable","Garage, Wall",3.25in.,,,,,1,,24 V,,2018,,Square,,"Infrared, Bluetooth/Bluetooth Low Energy (BLE)",Temperature,,,,,,,,,,,,,,,,9,,,,,,,,,,2-Wire,,,,,ADT Pulse,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genuine Corona Kerosene kero Heater Ignition Plug - Igniter,43.0,Last item available, ,New,,,,Does not apply,,Kerosene,,,6x,,Corona,Heater Ignition Plug,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DESA REDDY HEATER M25061-1 MOTOR START RELAY GENUINE OEM Portable Heater,30.00, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Does not apply,,,,,M25061-1,,Desa,motor start relay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Electric Heater Handier Heating Warm Air Handy Blower Room Fan Warmer,32.32,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,Forced Air/Fan,,,Electric,,,Does Not Apply,"ABS, Brass",Unbranded,Portable Heater,Push Button,,Auto Shut-Off,"Baseboard, Desk/Tabletop, Floor",12cm,801-900 W,,,11cm,18cm,Coil,220 V,100 sq ft or Less,,Less Than 2000 BTU,,,,11-20 dB,,,,,No,Brass,,,,,,,,Compliant,,,,,95-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800W Electric Portable Small Space Heater Room Heater Home Office Heating,32.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Does not apply,,,,,,,Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soleil Personal Indoor Electric Ceramic Heaters, Mini & Small Sizes, New NIB",22.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,Forced Air/Fan,,,Electric,,,,Ceramic,Soleil,Personal Heater,Push Button,,,"Desk/Tabletop, Floor",,,,,,,,,101-150 sq ft,,,,,,,,,Indoor,,,,,,,,,,,Compliant,,,A+++ - E,,,,,,,No,,,,Ceramic,,Vintage/Retro,,,,,,,,,,,,,,,Soleil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electric Ceramic,250,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cozy Space Heater Variable Speed Eco-Save Personal Heater 750 Watt 120 VAC #ESH,35.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,China,Forced Air/Fan,706069238117,,Electric,Black,Variable,ESH,Ceramic Heating Element,Cozy,Forced Air,Dial,ESH,"Thermostat, Tip-Over Safety Switch","Cabinet, Tabletop, Under Desk","7.5"" Diameter",701-800 W,,,11 in,7.5 in,Strip,120 V,100 sq ft or Less,,,,1-Way,,,,,Indoor,,,Steel,,,,,,,,,,,,,,,,,,,,,,,"11""",Modern,,6 Months,,,,,,,,,,,,,,,,,,,,,,,,,15.1-20 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black / Silver,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Surround Heat Heater Fan Kaz Fan HZ-0360-TGT Black 1500w Multi Setting,33.85, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,Forced Air/Fan,,,Fan,Black,4,,"Ceramic, Steel",Honeywell,Portable Heater,Rotary Knob,Honeywell HZ-0360,,"Wall, Floor, Desk/Tabletop",,,,,,,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Electric MINI Space Heater Super Quiet Design Fast Heating Air Blower,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,Does not apply,,,White,,,,Unbranded,,,,,,,400~800W,,,,,,220V~50Hz (US plug),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC Electric Heater Plate Thermostatic Heater Element For Hair Straightener 12V ,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,Electric,,,,,Unbranded,Electric Water Heater Parts,,Heating Element,,,,,,,,,,12 V,,,,,,,,,,,,,,,,,,,,,,,,,Used in dehumidifier/Incubator/dryer/ heater etc,,"6*30 mm, 200x21x5mm",,,,,,,,,,,,,,PTC Heating Element,70/110/200C,Aluminium,About 15cm,Constant temperature heater element,High efficiency/safe and reliable heating plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONEYWELL Heater 360 Degree Surround Heat WHITE | BRAND NEW ,34.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Forced Air/Fan,092926393601,,Electric,White,2,HHF360WWM,Heater,Honeywell,Portable Heater,Rotary Knob,HHF360WWM,Easy Grab Handle,Desk/Tabletop,,1001-1500 W,,,,,,,All around,,Heater,,,,,,,,,,,,,,,,,,,,,,,Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Space HeaterETL Certified Ceramic Space HeaterPersonal Foot Heater T...,30.48, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,728047854980,Does not apply,,,,Does not apply,,BUSYPIGGY,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0728047854980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V Car Auto Heater Portable Electric Heating Cooling Fan Defroster Demister,32.89,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Unbranded,,,,,,,,,,,,,12 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
