Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Country/Region of Manufacture,Custom Bundle,Item Depth,Item Width,Smart Home Compatibility,Material,Energy Star,Tank Capacity,Power Source,Type,Features,Smart Home Protocol,Timer Control,Color,Year Manufactured,Operating Sound Rating,Energy Efficiency Ratio (EER),Mounting Location,Item Length,Number of Heat Settings,Area Covered,Power,BTU Heating Rating,Brand,Manufacturer Warranty,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,UPC,Type 1,MPN,Colour,Size,Air Direction,Cable Length,Weight,Product Name,Temperature,Wire Length,Applications 2,Applications 3,Function 1,Function 2,Origin,Perfermance 2,Application,Cover material,Lead wire,Perfermance 1,Number of Cool Speeds,Compressor Type,Compatible Brand,Compatible Model,Department,Final Product,Item Height,Manufacturer Part Number,Product,ISBN,EAN,Tonnage,Bundle Listing,Mounting Hole Distance,Mounting Hole Size,Product Size,Product Weight,Rated Power,Rated Voltage,Wire length,Bracket size,Suction cup length,Location,Current Rating,Package Contents,Temperature Tolerance,Heat Material,Range,Shell Material,Wire  Length,Wire width x thickness,Perfermance,Country of Manufacture,Object Type,Height,Handmade,Product Type,Modified Item,SKU,Recommended Environment,Control Type,Energy Rating,Normal temperature resistance,Country of Origin,Gear position,Timer,Temperature setting,Modes,Dimension,Net Weight,Gross Weight,Cooling Method,Manufacturer,Item Weight,Prop65_fl,Prop65Warning,Style,Heating Wattage,Recommended Location,Heater Style,Personal Heater,Energy Efficiency Rating,Operation Method,Mounting Hole Distance:,Cooling System,Corrugation Length,Heating material,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word,Key Word 2,Key Word 3,Key Word 4,UPC/GTIN Code,Mor Electric Heating SKU,Refrigerant,Rod Size,Wire Material,Wire Sleeve Material,Lead Length,Rod Material,Plug,Wind Mode,Unit Type,Plug Type,Diameter of installation hole,Distance of installation hole,Product dimension,Rated power,Suitable room,Working voltage of fan,Bundle Description,Function3,Function4,Function5,Function6,Function7,Function8,Power Mode,Volume,Certification,Colors,Function,Function1,Function2,Finish,Category,Candle Power,Fuel Type,Shank Length,Units Per Consumer Unit,Chain Length Size,Shackle Diameter,Fluid Ounces,Breaking Strength,Shackle Clearance,Assembled Product Weight,Maximum Temperature,Count,PPU Quantity of Units,Cold Crank Amp,Filter Life,Price Per Unit UOM,Power Type,Beam Spread,Items Included,Home Decor Style,Product Identifiers,Dimensions,Reserve Capacity,Maximum Motor Speed,Receiver Compatibility,Rated Load Capacity,Count Per Pack,Amps,Drop Distance,Theme,Rated power:,Certification:,Applicable Area,Programmable Timer,Air Volume,Idle Speed of Fan,Display Screen,Set Temp,Frequency,Heater Type,Non-Domestic Product,Hole Diameter,Dimension(L*W*H),Insulation,Use,Area Heated
Lloytron 2000w Fan Heater with 2 Heat Settings & Cool Blow F2003WH Compact CE ,18.95,382 sold,"['The product appears to be ok but the heat output could be better and thermostat is unreliable. Not sure I would rely on this heater for frost protection or leave on in the house unoccupied.', 'Having bought and returned another fan heater I’ve been very impressed with this one to date. It is significantly quieter than the previous purchase. I’d recommend it, but as other purchasers have pointed out it would benefit from a greater length of cable.', ""Very noisy and the heat output isn't the greatest the 2 way positioning is a good feature though"", 'I like the design. It is compact and works perfectly. The sort of heater that you can move around, just to take the chill off of any room.', 'Very efficient fan heater, economical to run with two heat settings. Safe to use.', 'Good little heater. Ideal for small room, mobile home or caravan', 'Good price and does the job', 'The fan heater works perfectly well but the construction seems a bit flimsy.  Not sure how long it will last.', 'this little heater WORKS great for my shed.', 'Although heater is good the lead on it is too short 😔']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Lloytron StayWarm,,,4.7 in,9.6 in,,,,,Electric,Unit Heater,,,,,,Standard,,,9.5 in,2,,1501-2000 W,,Lloytron,,,,,Forced Air/Fan,,,,,F2003WH,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,0190283827088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadet Double Pole Thermostat for Baseboard Heater - BTF2W,20.99, ,"['Works well - good price - fast shipping!', 'looked great', 'well packed, and easy to install', 'Fits and works fine. Easy to hook up.', 'Bought this because it was the best price I could find.  Once installed, the tstat worked very well.  Would buy it again !', 'AS DESCRIBED']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,BTF2W,,,2.5 in,3.75in.,Baseboard Heater,Nickel,,,Electric,Baseboard Heater,Thermostat,Thread,Rectangular,White,2018,,5.1-6,"Baseboard, Wall",,1,,,45 - 80 Degrees F,Cadet,,"Dial, Switch",,,Convection,,120 V,,,BTF2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerosene Heater Replacement Wick,22.81,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,United States,,,,,,,,,,,,,,,,,,,,,,,WORLD MARKETING OF AMERICA,,,,,,,,013204280482,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" M17058 Fan 10"" Master Reddy Remington  Desa Kerosene Heater 150K BTU M20553",21.0,107 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,Reddy Heater,,,,,,,,Does not apply,,M17058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr Heater F237314 Regulator for SunRite Tank Top Heaters for MH15T MH30T MH45T,24.99,30-day returns,"['I used this to replace a similar regulator that broke like a cheap piece of plastic. This model is the same construction and type that broke. Hope it lasts longer than the other one did!! Just in case I bought 2.', 'No stores had this where we live out in the country..good deal at a great price...', 'Everything about this product is good', 'had to buy an adapter at Ace Hardwere to get the right fitting my hose was 1/8 and the regulator was 1/4', 'Excellent performance', 'Just what I needed to fix my old heater good quality', 'works fine,good price', 'Exact part I needed, great price !', 'It is replacement for a discontinued item and works flawlessly', 'Hope this one lasts. Sort of delicate.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,2 in,Ring,"Brass, Steel",,,"Gas, Propane",Baseboard Heater,,Thread,,Black,2012,,,Baseboard,6 in,1,,,,Mr. Heater,,,,,,,,0089301373143,,F237314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0089301373143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100W 12V Energy Saving PTC Car Fan Heater Constant Temperature Heating El LL,22.79,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,As Description,China,,,,,As The Descriptions Show,,,,As The Descriptions Show,,,,As Picture Show,,,,,,,,100W,,Unbranded,,,,,,,12V,Does Not Apply,,Does not apply,Shown as the picture,As Description,,,,,,,,,,,,,,,,,,,Does not Apply,Does not Apply,Adult,,,Does not Apply,As Description,Does Not Apply,Does Not Apply,,No,Approx. 87mm / 3.4inch,Approx. 4mm / .2inch,Approx. 6 * 6 * 4.2cm / 2.4 * 2.4 * 1.7inch,Approx. 12g,1W,12V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infrared Dr Heater Remote Control DR-968,23.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,"DR968, Dr. Infrared Heater DR-968H",,No,,12 in,,Wood,,,Electric,"Infrared, Electric Portable Heater","Handle, Timer, Wheels,Thermostat,Remote Control,Timer, Thermostat,Timer, Handle,Digital Display,Timer,Automatic Shutoff,Tip-Over Safety Switch,Thermostat, Cool Touch, Forced Air, Humidifier, Portable,Quiet,Dual Settings, Quartz, Portable,Cool Touch,Floor Mount,Forced Air, Automatic Shutoff,Thermostat, Remote Control, Heater, Floor Mount, Indoor, Portable, Digital Display, Wheels, Heating, Tip-Over Safety Switch, Quiet, Portable,Quartz, Dual Settings, Remote Control,Thermostat,Timer,Wheels",Infrared,12 Hours,"Red, Brown, Brown,Red,Black, Red,Brown,Black, Black",,Low,,"Portable, Garage, Garage Cabinet, Cabinet",,13,,1500W,,"Dr. Heater, Dr Infrared Heater",,"Touch,Digital,Switch,Remote Control, Thermostat, Switch, Remote Control, Digital, Touch, Remote Control,Touch",,,Infrared,,110 V,0837654715666,,DR968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enerco / Mr. Heater 9/16"" Left Hand Male Thread, 1""-20 Throwaway,  F276130", , , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,F276130,,,11 in,18 in,,,,,Propane,Portable Heater,,Thread,,,,,,,,,,,,Mr. Heater,,,,,,,,089301761308,,F276130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 1922 WESTINGHOUSE “Cozy Glow” Copper Heater VG WORKING! Perfect Steampunk Item!, , , ,,Strip,Cozy Glow,United States,,6 in,14 in,,"Cast Iron, Copper",,,Electric,Portable Heater,,,,Brown and black,,None,,Floor,17 in,1,100 sq ft or Less,Unknown,,Westinghouse,,,Unknown,,Infrared,,110 V,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portable heater,17”,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeLonghi Safe Heat Ceramic Heater,25.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,DeLonghi DCH2590ER,,,,,,Ceramic,,,,,Oscillation,,,,,,,,,,,,,De'Longhi,,Remote Control,,,,,,Does not apply,,2590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado Electric Portable Space Heater Whole Room Vortex 1500 Watt Model VH200 ,24.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,VH200,China,No,10.4 in,9.2 in,,,,,"Electric, Fan",Space Heaters,,,,Black,,,,"Desk/Tabletop, Floor",10.6 in,3,,,,Vornado,None,,,,Electric,,120,,,VH200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Space Heaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatwave Vintage Intermatic Powerful Orange Heater Portable Fan JH-600 Working,24.95, , ,,,Heat Wave,,No,,,,,,,Electric,Portable Heater,,,,Orange,,,,,,,,,,Intermatic,,,,,,,,Does not apply,,JH-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLANT FIN 'SAFETY PLUS' BASEBOARD CONVECTION HEATER 120V   1500W   5120 BTU, , , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,SP2-1500,,,,,,,,,Electric,Baseboard Heater,Auto Shut-off,,,White,,,,Floor,,,151-200 sq ft,1001-1500 W,5000-5999 BTU,Slant/Fin,,Rotary Knob,,,Convection,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTec Infrared Heater Circuit Board Works,21.95, , ,,,KUH25-01,,,,,,Plastic,Compliant,,Electric,Portable Heater,Auto Shut-off,Infrared,,Black,,,,Portable,,3,,,Less Than 2000 BTU,NTec,,Digital,,,Circuit Board,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vornado Whole Room Heater and Fan, , , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,,,Fan,Portable Heater,,,,Gray,,,,"Desk/Tabletop, Floor",,,,,,Vornado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Wick (AW-30) Kerosene Heater Wick (G6),21.32, , ,,,AW-30,,,,,,,,,Kerosene,,,,,,,,,,,,,,,American Wick,,,,,,,,019944110300,,AW-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(2) Handy Heater Deluxe Wall Plug In 400W Open Box New,20.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,,,,,,,,,,,,,,,,,Wall,,,,,,Handy Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Climature Ceramic Plug in Heater,22.99,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,CH-H02B-BLK,,,,3.5 in,,Plastic/Metal,,,Electric,Portable Heater,Auto Shut-Off,,,Black,,,,Wall,4.7 in,,251-300 sq ft,301-400 W,,Climature,,Digital,,,,,,815214023925,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP216 Heater Photo Cell Kit /Photocell,21.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,013204092160,,'PP216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EDIB000DZFTW6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intertek FH250A-B 500W Ceramic Heater 120V 60Hz,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,FH250A-B,,,,,,Ceramic,,,,Intertek FH250A-B,,,,Black,,,,,,,,,,Intertek,,,,,,,120 V,,,FH250A-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURACRAFT COMMERCIAL GRADE TURBO ELECTRIC HEATER  120V 1500W,22.99, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,CZ-501,,,,,,,,,Electric,Portable Heater,,,,Black,,,,Floor,,2,,,5120 BTU,DuraCraft,,,,,Forced Air/Fan,,120 V,Does not apply,,CZ-501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200*200mm 12V 80W Silicone Heater Mat Pad For 3D Printer Heated Bed Heating Pad,22.73,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,200mm,,Silicone,,,,Heating Pad,,,,,,,,,200mm,1,,,,Unbranded,,,,,,,12 V,Does not apply,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1*Heating Pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fine elements Small Quiet Portable Electric PlugIn Fan Heater Small Room Heater,23.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,China,,,,,Copper,,1 gal or Less (5 L),Electric,Portable Heater,Timer,,,Black,2000,Standard,3 or Less,"Desk/Tabletop, Floor",,2,11 - 20 sq m,1501-2000 W,2000-2999 BTU,Unbranded,,Analog/Mechanical,Steel,A+++ - D,Convection,Less Than 80%,240 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900W Portable Adjustable Space Heater Thermostat Overheat Protection Tip (Black),22.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,5.04,4.25,,,,,Electric,Portable Heater,,,,Black,,,,,6.54,3,,,,Unbranded,,"Switch, Touch",,,,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24V 100-400W Ceramic PTC Car Fan Air Heater Constant Temperature Heating Element,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,60 mm,,"PTC,Nylon",,,Fan,Air Heater,,,,Black,,,,,60 mm,,,,,Unbranded,,,,,,,24V,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1* PTC Air Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200W Portable Electric Heater Mini Air Warmer Heating Desk Fan Home Winter Warm,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,China,No,,,,Plastic,,,Electric,Portable Heater,,,,,,,,Desk/Tabletop,,,,200w,,Unbranded,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soleil MH-08B, 250 Watt Personal Electric Ceramic Space Desktop Heater Black New",22.00, ,"[""Brand new with zero scratches he's will give it a go tonight. Have 2 more of these that where bought at Walmart for 10$ over one year ago, Worked great and excellent for small spaces and safe for pets.  My cat has a red one and when he rubs all over his heater and knocks it over it automatically shuts off and I love the red light which is the indicator to let me know it is on. "", 'works great but only for small spaces it only uses 250watt but it doesnt have a spike when first turning on so its good to use with batterys power if your camping or what not lol, anywyays i would recomend this to anhone who has a small space to heat and dont want to use that much electricity. i would buy again if i had to ', 'I received this quick! Great product! Recommend ;)', 'Warm and nice.no smell', 'For $15 you can’t beat it, warms up my room. Thanks.', 'Good quality.', 'Very nice for the price', 'Pequeño,  práctico,  me encantó!!']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,Soleil MH-08B,China,No,6 in,"8""",,"Ceramic, Steel",Compliant,N/A,"Fan, Electric",Portable Heater,"Auto Shut-off, Timer",HomePlug,,Black,2000,None,3 or Less,"Floor, Wall, Desk/Tabletop",N/A,1,101-150 sq ft,201-300 W,2000-2999 BTU,Soleil,,"Switch, Push Button, Touch",Stainless Steel,A - G,Forced Air/Fan,Less Than 80%,120 V,0815900020757,,MH-08B,,,1-Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
