Title,Price,Sold,Reviews,Condition,Model,Type 1,Material,Type,MPN,Brand,Voltage,Size,Color,Mounting Location,UPC,Marke,Annual Fuel Utilization Efficiency (AFUE),Gas Consumption (kg/h),Gas Type,Ignition Device,Overheat Cut-Off Temperature,Supply Pressure (Mbar),EAN,Power Source,Item Length,Colour,Heating Element Material,Control Style,Heating System,Item Width,Power,Manufacturer Part Number,Manufacturer,Item Height,Item Weight,Number of Heat Settings,Smart Home Compatibility,Area Covered,Features,Smart Home Protocol,Operating Sound Rating,Heating Element Format,BTU Heating Rating,Energy Efficiency Ratio (EER),Item Depth,Tank Capacity,Power/Fuel Type,Indoor/Outdoor,Product Weight (lb),Amperage (amps),Room Size,Product Width (in),Portable Heater Features,Cord Length (in),Area Heated (Sq Ft),Wattage (watts),Heater Type,Certifications and Listings,Product Height (in),Color Family,Portable Heater Safety Features,Heater Controls,Voltage (volts),Product Depth (in),Year Manufactured,Air Direction,Cable Length,Assembled Product Dimensions (L x W x H),Assembled Product Weight,ISBN,Energy Star,Timer Control,Binding,Returns,Country/Region of Manufacture,Custom Bundle,Refrigerant,Tonnage,Manufacturer Warranty,Current Rating,Unit Type,Power Type,Recommended Location,manufacturer_part_number,BTU Cooling Rating,Bundle Description,Energy Efficiency Rating,Number of Cool Speeds,Product Type,Noise,Wind Speed,EC Range,Heating Method,Item Dimensions LxWxH,Recommended Environment,Room Coverage Area,Heater Style,Width,Heating Technology,Height,Manufacturer Color,Prop65_fl,Prop65Warning,Location,Modified Item,SHIPPING,RETURN,ITEM LOCATION,International buyers,PackQty,Vehicle Type,Heat Type,Style,Color/Finish,Housing Material,Fuel Type,Assembled Width (in),Cord Length (ft),Assembly Required,Assembled Height (in),Heating Area (sq ft),Outdoor Living Product Type,Assembled Depth (in),Total BTU,Patio Heater Type,Shipping,Tax,Item Location,Quantity,Country of Origin,Label,PackageQuantity,ProductGroup,ProductTypeName,Publisher,Studio,750 Watts,1500 Watts,Living Room Safe,Bedroom Safe,Stage,Approved,Mobile Home Safe,Cod. ETCO,Mark,Supply Voltage,Power Rating,Peak Temperature,Heating Wattage,Baseboard Heating Type,Hydronic,Product Length (in),Thermostat,Heating Product Type,Vented,Heat rating (BTU/hour),Heating Technology Type,Weight,Hight,Product Name,Thickness,Modification Description,Model No.,Product Length in inches,Product Width,Product Height,Product Weight in pounds,Materials,product_height_in,product_depth_in,heater_controls,automatic_shutoff,installation,wattage_watts,heater_type,certifications_and_listings,timer_included,color_family,anti_freeze_setting,indoor_outdoor,acli_safety_plug,number_of_heat_settings,heating_technology_type,remote_control,product_width_in,power_fuel_type,thermostat,heating_product_type,accessories_included,heat_rating_btu_hour,pack_size,amperage_amps,voltage_volts,oscillation,product_weight_lb,Heating BTU,Length,SKU,Application/Usage,Form Factor,Product Model,Heating Element,Maximum Heat Power,Product Family,Product Line,Item model number,Batteries Required?,Is Discontinued By Manufacturer,Product Dimensions,Is Dishwasher Safe,Department,Import Designation,Number of Pieces,Specification met,Included Components,assembled_depth_in,firebox_depth_in,assembled_height_in,area_heated_sq_ft,total_btu,firebox_height_in,assembly_required,firebox_width_in,heat_output_btu_hour,assembled_width_in,included,Is Assembly Required?,Batteries Required,Sub-Type,Finish,Package,Piece Count,Model Number,Depth,Number of Batteries,Battery Size,Battery Included,Motor Type,Battery Capacity,Battery Life,Configuration,International Availability,Produktart,Heizsystem,Leistung,Montageort,Stromquelle,Spannung,Steuerungsart,Anzahl der Heizstufen,Farbe,TAX,Customer Service,Handling Time:,Questions,Number of Items In Set,UPC/GTIN Code,Mor Electric Heating SKU,Pack Size,ItemPackageQuantity,Number of Shelves,Number of Drawers,Seat Depth,Seating Capacity,Firmness,Set Includes,Number of Items in Set,Load Capacity,Stove Type Compatibility,Installation,Product Lot Quantity,Shipping Weight,Global Brand License,Home Decor Style,Is Electric,Is Pet Friendly,Variant Group ID,Theme,Price Per Unit UOM,Count Per Pack,Number of Burners,Is Portable,Is Primary Variant,Recommended Room,Count,Age Group,Actual Color,Gender,Is Assembly Required,PPU Quantity of Units,Mount Type,Variant Attribute Names,Multipack Quantity,Compressor Type,GTIN,Number of shelves,Stove Type Compability,Product,Wattage,Item Package,Warranty,Dimensions,NumberOfItems,MaterialType,Agency Compliance,Watts,Heat Output,Binding Size,Fragrance Name,Country of Manufacture,Scale,Connectivity,Playable Media Format,Volume,Chipset Manufacturer,Screen Size,Compatible Brand,Chipset/GPU Model,Processor,Storage Capacity,Case Size,Band Material,Battery,Maximum Resolution,Display Technology,Mount,Internet Connectivity,Bundle Listing
Mr Heater Portable Big Buddy Heater MH18B Used,100.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Mr. Heater Buddy MH18B,,,Portable Heater,,Mr. Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultra  Electric Ceramic Fireplace Portable Space Heater Modern Black,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Ceramic,Portable Heater,CA20100,Lasko,120 V,,Black,"Floor, Cabinet, Window",0046013769343,,Less Than 80%,,,,,,0046013769343,"Electric, Battery",,,Brass,"Dial, Touch, Remote Control, Push Button, Digital",Convection,,1001-1500 W,,,,,1,,100 sq ft or Less,"Timer, Auto Shut-off",,Standard,Coil,Less Than 2000 BTU,4.1-5,,,Electric,Indoor,12.41,12.5,Medium,14.8,Portable,72,300,1500,Forced Air,ETL Listed,19.6,Blacks,"Cool-to-the-Touch,Nonslip Base",Pushbutton,120,8,2000,1-Way,72 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr Heater Outdoor Portable Stove 8,000 BTU Buddy FLEX Cooker Electronic Ignition",100.78,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",f600500,,,Does not apply,,Does not apply,,,Red,,313039470493,,,,,,,,0313039470493,,,,,,,,,F600500,Mr. Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.50 x 9.00 x 5.50 Inches,8.45 oz,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wi-Fi Smart Heater Deluxe Indoor Wall Mount Infrared Heater 1,000-Watt",103.81,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",HS-1000-WX-WIFI,,Plastic,"Infrared, Infrared Bulb Heater",HS-1000-WX-WIFI,Heat Storm,110 V,,White,"Floor, Wall, Floor,Wall",0854271005987,,N/A,,,,,,0854271005987,Electric,4 in.,,Plastic,"Voice,Digital,Remote Control,Touch, Thermostat, Touch,Remote Control, Remote Control, Digital,Voice,Touch,Remote Control, Voice,Touch,Remote Control,Digital, Digital, Voice,Touch,Digital,Remote Control, Touch, Touch,Digital,Voice,Remote Control, Voice",Infrared,13 in.,1000 W,,,,,2,Wi-Fi,"Under 150 sq ft, 500 sq ft","Wall-Mountable, Thermostat, Remote Control, Cool-Touch Exterior, Indoor",Wi-Fi,None,,3400,N/A,,,,,,,,,,,,,,,,,,,,,2019,,,,,,N/A,15 Minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EconoHome 400w Wall Mount Smart Space Heater Panel with Glass Heat Guard Cover,104.0,Last item available, ,,,,,,Not Applicable,EconoHome,,,,,,,,,,,,,,,26.5 x 25.9 x 2.8 inches,,,,,26.5 x 25.9 x 2.8 inches,,,,,,,,,,,,,,,26.5 x 25.9 x 2.8 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tools & Home Improvement,30 Day Money-Back Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Surface-Mount Fan-Forced Ceiling Heater 1,250-Watt Heat Mudroom Bathroom",102.87, ,"['the product shown is not what I received.  the illustration is the wire coil unit and the 157 is a solid core heat unit, kinda like an electric stove top.  I have not used it enough to know if it works as well as the coiled wire.  It takes longer to heat up than the coil type.  I am unsure what happens if the unit overheats.  It has some type of thermal overload resistor, but not sure if it will reset like the thermal unit on the coil type.also my unit had been opened and was missing a screw and the center name plate, but I was able to use those parts from the old unit I was replacing.', 'The heater was purchased to replace an old model ceiling heater.  This one, manufactured by Broan, is installed in an elevator.  Normally, elevators are placed inside the building for use and uses the ambient air to heat/cool the space.  This particular elevator is installed on an outside wall and ambient temperatures are hard to come by.The Broan unit is turned on during the fall/winter season and runs almost constantly.  It keeps the elevator well heated.  The installation of the unit is very simple and can readily be installed over a 4x4 electrical box.  After the unit has been in use for awhile, the metal screen covering may begin to rattle.  There is a single phillips-head screw that holds the screen on.  This screw will loosen and requires tightening periodically.  Another alternative is to use a ""Lock-Tite"" product to secure the screw.  I\'ve tried using lock washers, but they do not hold very well.Overall, the unit is durable.  The small motor that rotates the fan needs to be cleaned and lubricated periodically.  At times, I\'ve found the fan speed slowing down and have had to clean/lubricate the motor to get the fan up to speed.  If the fan motor decreases too much, there is a thermal heat sensor that will cause the heater element to turn off.  This prevents the heater element to overheat and cause a fire.  Overall, a decent little unit that thats the chill off the space during the winter months.  Because of my search for this product, I purchased two of them.  One of them is in \'bench stock\' in case the first one should fail.', 'Don\'t know why I waited so long to purchase and install a ceiling heater in our Master Bath.  After one week of use, I am very pleased and hoping that it will provide many years of service and comfort.  I was disappointed to discover that there was no  installation  hardware included with the fan.  The instructions indicated that it was  ""easy to install"" - only if you have your own hardware available.', 'I bought this to replace a Broan model 154 that lasted about 2 years.  So far it works great.  It heats the bathroom nicely and is much quieter because it has a solid metal heating element instead of the thin coiled wire element of the model 154.  This type of element should be more efficient and last longer as well, but only time will tell.', 'Installed it overhead just as I step out of the shower. Works on a timer that I set for approx. 10 minutes. The family likes it also.', 'Improved design replaced old one like it that stopped working after several years', 'This device stopped working in a week after installation. The power to the heater tested good.', ""Love this little heater, just renivating my Mum's home.   It's so nice to have this little heater in the basement bath.  Very reasonable in price and a nice touch!!!"", 'Brand new unused, unopened.  Excellent purchase. ', 'The Broan 157 ceiling heater is a great upgrade from the "" twisted wire element "" heater. This unit has a solid element like on a stove top burner and heats my bathroom better.  You will be very happy with this unit.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",157,,"Aluminum,Nickel,Chrome,Metal, Aluminum, Satin Finish, Chrome, Aluminum,Metal,Chrome, Nickel, Aluminum,Chrome,Metal,Nickel, Metal, Satin Nickel",Surface-Mounted,157,Broan,120 V,,Gray,"Wall,Ceiling, Wall, Ceiling",0026715080731,,N/A,,,,,,0026715080731,"Corded Electric, Fan, Fan,Electric, Electric, Electric Fan",,,Aluminum,"Dial, Switch, Dial,Remote Control,Switch, Remote Control, Switch,Dial,Remote Control",Radiant,11 in,1250 W,,,,,1,replacement water heater heating elements,Under 150sq ft,Indoor,Unvented,Low,Coil,4266BTU,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VORNADO AVH2 PLUS ADVANCED WHOLE ROOM VORTEX FAN HEATER WITH AUTO CLIMATE ~ NOS ,105.0, ,"['Unit arrived before its scheduled arrival date, works as described, and accurate with temp auto set, I just hoe the timer button will have a (0) settings because right now if you hapen to have mistakenly click that button, then you have to click it 12 more times to bring it to (0) again, because it has a 12 hour settings, and there is no way to cancel it unless you click the same button 12 more times to bring it to (0) againunit circulate the air evenly all over the room with its unique twirling vent movement, product is quiet and works niceAnother thing I wish the digital display was  a lit up display, to set up the unit Temp you need a lot of light to see the digits on its some what dark screen', 'This Vornado heats entire room quietly &amp; evenly and the thermostat keeps the temperature exactly where you want it. Quality product. Did have to temper out the smell it emits on first use. Just ran it on high outside in shed for about 8 hours until the odor was no more. No problem!!', ""Damn near perfect. I love the timer and the option to set temperature down to the exact degree.  It's so quiet you don't notice it's running until you either get up real close, or you feel the warm air blowing. Only thing I would add is the ability to have it turn on at a certain time in addition to the current option of turning off."", 'Product is good - it is hard to figure out how to shut of the item though since it is all digital now.', ""I had an older version of the AVH2. Had it for many years til it finally gave out and I purchased this newer unit. I have it in my bedroom on low heat set at 66 degrees. It puts out some decent heat even on that low of a setting. Not good for a very large room but, smaller rooms you just can't go wrong. Excellent product..... !!!!!!"", 'Best of the Vornado whole room heaters for functionality - some of the others come on as fan each time you turn them on and you have to then set heat temp whereas this one remembers how it was last set.We have 3 of them in our house to bump up the heat just where we need it.  My grown-up kids all have them too after seeing how great they are.Definitely saves on heating costs and we use less propane because of it.', 'I am using the Vornado AVH2 to heat part of a large finished basement space. It runs very quietly and does a good job of heating up the space quickly.', 'Product as expected.  Warms this space very well.', 'It is all you said it would be,quiet, and heats a room without much effort.']",,Vornado AVH2 PLUS,,Heat resistant plastic,Portable Heater,EH1010406,Vornado,120 V,,"Multicolor, Black","Wall, Floor, Cabinet",0043765009765,,Less Than 80%,,,,,,,Electric,11.9,,,"Switch, Digital, Push Button, Touch",Forced Air/Fan,11.7,1001-1500 W,,,,,2,Nest,,Timer,Digital,None,Coil,5000-5999 BTU,Unknown,9.2,N/A,,,,,,,,,,,,,,,,,,,Unknown,Vortex Heat Circulation,,,,,,12 hrs,,,United States,No,N/A,N/A,5 Years,10.1-15 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Style Selections 31.25-in W Barrel Oak Infrared Quartz Electric Fireplace 1500W, , , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Electric Fireplace,,,Mantel Fireplace Heater,Does Not Apply,Onebigoutlet,110 V,1500W,Oak,,Does not apply,,,,,,,,,Electric,,,,,,,,,,,,1,,,Adjustable Fireplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marley A1000IFB Fan Forced Room Heater 120V 1000 Watt  8.34 Amps,100.0, , ,,,,,,,Marley,120 V,,off white,Wall,,,,,,,,,,Fan,,,,,Forced Air/Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arvin Vintage Space Heater Art Deco Tombstone Working Distressed Patina,100.0,Longtime member, ,,,,Steel,Portable Heater,,Arvin,120 V,,,Floor,Does not apply,,,,,,,,,Electric,,,,Switch,Forced Air/Fan,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2KW HOT -Electric Over Door Warm & Cool Fan Heater- Air Curtain LED Remote Timer,79.99,21 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",1835,,,Heater,Head-Warmth-Heat-Way-Install-Fixing-Office-Shop,ThatCable,,,,,,,,,,,,,5055538146510,,40,,,,,40,,,,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat Storm Smart Infrared Heater Wi-Fi Wall Mount Built-in Thermostat 1000-Watt,104.74,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",HS-1000-WX-WIFI,,Plastic,"Infrared, Infrared Bulb Heater",HS-1000-WX-WIFI,Heat Storm,110 V,,White,"Floor, Wall, Floor,Wall",0854271005987,,,,,,,,0854271005987,Electric,4 in.,,,"Voice,Digital,Remote Control,Touch, Thermostat, Touch,Remote Control, Remote Control, Digital,Voice,Touch,Remote Control, Voice,Touch,Remote Control,Digital, Digital, Voice,Touch,Digital,Remote Control, Touch, Touch,Digital,Voice,Remote Control, Voice",Infrared,13 in.,1000 W,,,,,2,Wi-Fi,"Under 150 sq ft, 500 sq ft","Wall-Mountable, Thermostat, Remote Control, Cool-Touch Exterior, Indoor",Wi-Fi,,,3400,,4 in,,,,,,,,,,,,,,,,,,,,2019,,,,,,,15 Minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr Heater F232050 4K - 9K BTU Portable Buddy Heater,104.64,30-day returns,"[""I bought this heater for my small garage workshop. My electric heater kept tripping the breaker while using other equipment. I was afraid of other gas heaters due to their carbon monoxide emissions. This was one of the few gas heaters rated for indoor use. It also has an oxygen depletion detector and tip over cut off feature which I thought was very important.This heater silently keeps my shop warm in even the coldest temperatures and can also be attached to a 20 pound propane tank with an accessory hose ~ which I also purchased. I've run this heater for up to 6 hours uninterrupted with no noticeable fumes and since all the heat is focused out the front, it can be set close to a wall with no worries.I know I'm going to get a lot of use out of this heater. It was a very reasonable price and filled my needs perfectly. Highly recomend the Mr. Heater Buddy for heating small spaces."", 'Here in Monterey County the weather can be colder in the evenings. At my home we cut of the central heating back in ‘88 so we all dress up like eskimos to keep warm. Don’t get me wrong. We do use electric heaters in certain areas but after purchasing this Portable Propane heater, it was Heaven sent. I recommend this product with all my heart. It is compact. It is durable. It is easy to refuel. It is warm to hot. And now, as we speak, the 5 ft extension hose just arrived. When connected from my Gas Buddy to a 20 lb propane tank, I should get at least 24 hrs of constant heat. Thank you for your time. ', 'The last power outage we only had kerosene heaters.  They are big, bulky, heavy, require pouring fuel and the fumes left us wheezing and coughing.  Therefore, we found these Mr. Heater, bought two and what a difference.  Small enough to be moved from room to room and so much safer.  You will love Mr Heater.', ""Small and practical for portable heat when equipped with a disposable bottle, it's even great for a more permanent heat source - just pair this heater up with a hose and a large refillable propane bottle.  It even has a pilot light for easy on and off use.  Two heat settings, 4000 and 9000 BTUs.  The back of the heater stays cool to the touch, so it can be used backed against a wall.  Six stars for this heater."", 'Really nice heater. Relatively easy to operate and has safety features. Heater will not run all night, though with the small propane cylinders. ', ""Love this portable propane heater. Can't wait to take it camping. In the meantime, we use it around the house to warm up and enjoy the heat it produces. If the power goes out, we will stay warm with this heater!"", ""This is a very good product.  What is different about Mr. Heater compared to other small heaters is that it uses 1 lb. propane tanks, thus it does not have to be plugged in or placed near an electrical outlet.  It is easy to use and have a anti tip safety feature that will cut the unit off if the unit is tipped.  Keep on hand a few 1 lb. propane cylinders, and you're good to go.  Very good heater for small spaces and can be used indoors."", 'Great propane heater with 2 settings. I also bought a 12ft hose to connect to a 5 Gallon propane tank. The low setting was enough to warm my 29ft motor home. Perfect.', 'Purchased the additional Mr. Heater 10\' hose (item F273704) that you don\'t have to use a filter and connected it to a 20 lb. bottle of propane.   Easy to light and ran all night on low to keep my greenhouse warm.  I used a 1.5"" PVC water pipe and ran the pipe under the foundation of my greenhouse and then ran the hose through it outside where the tank was located.  For safety reasons, you aren\'t supposed to have the 20 lb. tank inside near the heater.  I cut up an old wash cloth and stuck it inside the pvc pipe to keep bugs and cold air from entering into my greenhouse. So easy to do.  ', 'Product operates exactly as advertised, which nowadays is not always the case. It functions easily and simply. Really like the option to go to larger capacity tank for longer use periods or not having to change out bottles constantly.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",MH9BX,,,Heater,"F232000, MH9BX",Mr. Heater,Not Electric,,Black,Floor,0089301320505,,,,,,,,0089301320505,Battery,14.25 in,,Copper,Rotary Knob,Heat Pump,9in.,,,,,,3,,,,,,,4000-9000 BTU,,14.25in.,20 gal,,,,,,,,,,,,,,,,,,,,,,,,,,6 hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
