Title,Price,Sold,Reviews,Condition,Brand,Power Source,Type,Heating System,Mounting Location,Colour,Material,Number of Heat Settings,Control Style,Model,Voltage,Features,Energy Efficiency Rating,Power,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,BTU Heating Rating,Area Covered,Item Width,MPN,Energy Efficiency Ratio (EER),Item Depth,Item Length,Tank Capacity,EC Range,Item Height,Item Dimensions,Colormap,Product Type,EAN,UPC,Color,Air Direction,Energy Star,Manufacturer Part Number,Manufacturer,Item Weight,Prop65_fl,Prop65Warning,Country/Region of Manufacture,Custom Bundle,Modified Item,Manufacturer Warranty,Timer Control,Smart Home Protocol,Year Manufactured,Cable Length,ISBN,Size,Smart Home Compatibility,Refrigerant,Current Rating,Tonnage,Accessories,Form Factor,Indoor or Outdoor,Wattage,Regency Use,Tip-Over Safety Switch,Shipping,Width,Room Coverage Area,Recommended Environment,Heater Style,Heating Technology,Heating Wattage,Height,Manufacturer Color,Part Type,Package Contents,Normal temperature resistance,Country of Origin,Mounting & Moving,Heating Capacity,Heater Type,Unit Quantity,Unit Type,Power Type,Assembled Product Weight,Assembled Product Dimensions (L x W x H),Recommended Location,Package,Model Number,Piece Count,Style,Battery Included,Length,Room Size,Indoor/Outdoor,Product Depth (in),Portable Heater Features,Wattage (watts),Color Family,Area Heated (Sq Ft),Heater Controls,Product Width (in),Amperage (amps),Certifications and Listings,Portable Heater Safety Features,Product Height (in),Cord Length (in),Voltage (volts),Power/Fuel Type,Product Weight (lb),Heat Methods,Depth,Heating Product Type,Baseboard Heating Type,Heat rating (BTU/hour),Hydronic,Product Length (in),Heating Technology Type,Vented,Thermostat,Pack Size,globalTradeItemNumber (GTIN),Time Control,Room,Contents of the package,Rated power,Direction adjustment,Power cord length,Compatible Brand,Product Dimensions,Heating Method,Item Dimensions LxWxH,Compressor Type,Item model number,Warranty Description,Assembly Required,Batteries Required?,Number of Pieces,Included Components,Main material,Power input,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word 2,Key Word 3,Key Word 4,Fuel Type,Item,Mount Location,Number of Elements,Origin,Certification,Energy Rating,Battery Size,Number of Batteries,Battery Capacity,Battery Life,Motor Type,PackQty,Number of Cool Speeds,Country of Manufacture,Product,Compatible Model,Dosage,Book Tittle,Department,Format,Language,Connectivity,Author,Suitable for Safe Rooms,Programmable Timer,Clearance,Application,Certifications,Warranty,Bundle Description,Weight,Finish,Power (W),Heat Output,Gift,Model No.,ASIN,Binding,Studio,ReleaseDate,Publisher,ProductTypeName,ProductGroup,NumberOfItems,MaterialType,Label,PackageQuantity,Use,Cooling System,Product Name,Thickness,Hand Warming Temperature,Ignition Type,Run time (hours),Fuel rate (gallons/hour),Fuel Tank Capacity (gallons),Use:,Feature2:,Feature7:,Application:,Feature5:,Feature:,Function 2:,Area Heated:,Button Battery:,Feature3:,Number of Speed Settings:,Feature4:,Feature 6:,Function 1:,Feature8:,Maximum Power,Pattern,Material Care Instructions
Heated Foot Warmer Black Cozy Toasty Toes 105 Watt 120 Volt New and Improved,70.0,30-day returns,"[""First, a Toasty Toes draws 105 watts (not 90) and is warranted for ONLY 6 MONTHS (not 1 year).OK, so the minimal warranty, particularly on this basic an item, suggests that you're probably not getting a first class product, and its shoddy factory packaging which makes you look twice to make sure you haven't gotten open-box merchandise - The tape doesn't even stick to the cardboard! - confirms it.I called the company and was told that my Toasty Toes should get to 120º on its low heat setting and 140º on high.Nope!!! I've had two of them: the first one didn't get much past 100º...went back, and the second one got to 120º, but no higher...also went back. (The high heat option may work only when the unit is vertical, but I obviously haven't been able to find out.)As far as I can tell, they're using an unique design/cute name combo as an excuse to charge WAAAY TOO MUCH MONEY for an INFERIOR PRODUCT! :(My observations about my Toasty Toes insofar as it worked: I was hoping it would compensate for a cold floor draft, but I found that in its horizontal position it warmed the bottoms of my feet while leaving the tops cold, which left them pretty uncomfortable...not at all what I had hoped for.And in its vertical position it was inadequate on its low heat setting, and I'm not about to buy a third one (Softball rules: two strikes, and you're out!) in the hope that it may actually work both as it's supposed to and as I'd like.Looks like it's back to my ancient, reliable 600 watt radiant jobby, and damn the electricity bills, full comfort ahead! :)"", 'I read previous reviews of the earlier model of this item saying it did not get warm enough to feel through your shoes. (It worked OK with socks or bare feet).  That is why I bought the newer model having 104 Watts. (The box design is different than the older model.)  It does keep your feet warm even with shoes on.  (It takes a few minutes to warm up.)  It is sturdy, has two heat settings, and can be used in three positions.  (The two different pairs of legs fold out from the bottom.)  It does everything it is supposed to do.  I can not want more than that.  It has a six month warranty.', 'Actually keeps your feet warm.  I do a lot of computer work and my feet get sooooooo cold.  When your feet are warm, the rest of you stays warm.  Best with slippers.   tested with killawat tester.  97 watts at medium, 195 watts at high.  to stay warm for less than a hundred watts is a miracle.   I use as medium and have to take feet off periodically to cool down.  This is so wonderful. Thanks Cozy Products.', ""The product is sturdy and works well.  It includes two legs that let it incline at a sharper angle.  The legs don't latch very well but if don't need that feature, it is very good."", 'It does the job keeping my feet warm.Would be improved if it had an automatic off after x hours and/or more than one temperature setting.', 'This is exactly what I needed for my office in the winter.Even on low I sometime need to take my shoes off the footrest to let them cool off!I have been using it two weeks and so far even forgetting to turn it off over night has not hurt it at all.', ""It's made well but wow, does this get hot!  Even on low it gets uncomfortably hot - I haven't even tried the High setting.  I would not recommend this product."", 'Works as advertised. Wish the selector switch could be foot operated.', 'Bought it for my home office and it is perfect for the windy and cold corner where my desk sits.  Keeps me warm but not overheated.', 'Works as described so far, with Toasty feet !']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Cozy,"90W, Electric","Panel, Electric Portable Heater",Radiant,"Floor, Portable",,Plastic,2 Heat,Dial,TT,120 V,"Timer, Portable, Indoor, Heated, Heating, Automatic Shutoff,Nonslip Base,Thermostat,Timer,Adjustable Height, Adjustable Height, Heater, Thermostat,Nonslip Base,Automatic Shutoff,Timer,Adjustable Height",,90,,,,Quiet,,,18 mm,COZYFOOTREST,,,,,,,,,,,706069232610,Black,,Not Compliant,,,,,,China,No,No,,None,,,,,,,,,,,,,,,,,,,,Flat Panel,,,,Black,,,,,,,,,,,,,,,,,Modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.03"" x 12.41"" x 1.77""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No Clearance Required,Personal Space Heater & Foot Rest,ETL Certified Zero-Clearance Item,"Yes, 6 Months, Manufacturer’s Warranty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater Little Buddy 3800 BTU Radiant Heater. New,68.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Mr. Heater,Propane,Portable Heater,Radiant,Portable,,Ceramic,1,Push Button,Mr. Heater Buddy,N/A,Tip Over Shut Off,,N/A,,,,,3000-3999 BTU,95 sq ft or Less,,,,,,,,,,,,,089301002135,Multicolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tpi Corp. 188-Tasa Portable Electric Jobsite & Garage Heater, 1500W/1300W, 120V",65.0, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",TPI,Electric,Heating Equipment > Heaters & Furnaces > Electric Heaters & Acces,,,,Steel,1,Switch,188-TASA,120 V,"Portable Electric Jobsite & Garage Heater, NEMA Plug Configuration 5-15P, Overall Height 16 in, Overall Length 16 in, Overall Depth 9 1/2 in, Overall Width 10 in, Voltage 120V AC, 1 Phase, Wattage Output 1.3kW/1.5kW, Air Temp. Rise 67 Degrees F, Housing Finish Powder Coated, Housing Color Gray, White, Housing Material Steel, Heating Method Fan Forced, Radiant, Heating Capacity 5120 BtuH, Beam Pattern 180 Degrees, Amperage 12.5A, Air Flow 70 cfm, Frequency 60 Hz",,,,,,,,,9.300,188TASA,,9.300,10.600,,,,,,,,0686334800419,"Silver, White, Beige",,,,,,,,CN,No,,1 Year,,,,N/A,,,,,,,,,,,,,,9.300,,,,,,,,,,,,,,,,,,,,,,,,,No,10.600,,,,,,,,,,,,,,,,,,,9.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,No,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat Storm HS-1500-OTR 1500W Infrared Space Heater - Black,69.99, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Heat Storm,Electric,,Radiant,"Floor, Wall",,Aluminum,1,"Switch, Analog/Mechanical",HS-1500-OTR,12 V,,,1001-1500 W,Coil,Brass,Less Than 80%,Standard,Less Than 2000 BTU,101-150 sq ft,,HS-1500-OTR,,,,,,,,,,,,Black,,,,,,,,,,,,15 Minutes,Infrared,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Slim Ceramic Tower Heater 2 Settings Over Heat Proctection Programable,70.0, ,"['Great quite heater that takes care of med/large size rooms quickly and maintains a good swing temp. ', 'The heater itself works great. It is a convenient size, big enough to put out heat yet small enough to be placed almost anywhere.', 'Very silent.', 'Heat very well!', 'works perfect for what I need.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0092926103170,0092926103170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Neat Heat Inside Corner & 2 Splice Plate For Baseboard Heater ,69.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,,Baseboard Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Zone Electric Portable Heater 5120 BTU Convection Thermostat Black,68.8,30-day returns,"['excellent convection heater , low power draw than my smaller electric portable space heaters. the thermostat though lower setting; the actual temperature register or indicated on display is often 10 degree higher and needs to be re-set via turning off/on the heater. jeg70', ""It's awesome.  Very efficient, dead silent and with the thermostat and trimmer I can precisely set the room temp I want for the time I want. "", 'Perfect for our walk-in closet that is always freezing in winter.  I really like the feature that allows you to automatically control the temperature of the room.  It keeps the closet from getting too hot. ', ""I had another heater in the room that just wasn't doing the trick. Fan would run all the time and not produce enough heat. Replaced it with this unit and am so happy with it. Nice and quiet , too !!"", 'something inside of unit was rtling and could not set the unit to work to opperate! tosed out and got another similar unit, could have been due to shipping?', 'This heater works excellent! Maintains set temperature and makes the whole room feel comfy and warm.', 'Working great puts out good heat ', 'I do like it very much.  Great in my home office when I need extra heat!', 'It works great after it’s broken in . My daughter Loves it.', 'Great controls']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",comfort zone,Electric,"Baseboard Heater Heaters, Baseboard Heater",Convection,,,Metal,1,"Switch, Remote Control, Digital",CZ650,120 V,"Timer, Indoor",,,,,,,,,7.4,CZ650B,,,,,,,,,,0075877125521,0075877125521,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DeWalt 60,000 Btu/h 1500 sq ft Forced Air Propane Portable Heater AS-IS PARTS",69.99, , ,,DEWALT,Propane,Portable Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATTON ELECTRIC SPACE HEATER,70.0,30-day returns, ,,Patton,Electric,Portable Heater,Radiant,Floor,,Steel,Variable,Rotary Knob,Patton PUH680,120 V,Auto Shut-off,,1001-1500 W,Coil,,,None,10000-10999 BTU,100 sq ft or Less,14 in,4003575,,11 in,,,,,,,,,DOES NOT APPLY,Gray,,Compliant,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Set of 4 Vintage Dearborn X 900-5-2 Radiant Ceramic Heater Grate Insert Brick 8""",68.0,30-day returns, ,,Dearborn,"Gas, Natural Gas",Portable Heater,,Floor,,Ceramic,,,X 900-5-2,,,,,,,,,,,"2""",,,"3""","8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Delonghi TCH8093ER Oscillating Digital Ceramic Tower Space Heater w/Remote,White",70.0, , ,,De'Longhi,"Electric, Fan",Tower Heater,Radiant,Floor,,Ceramic,,"Digital, Remote Control",DeLonghi TCH8093ER,120 V,"Auto Shut-off, Oscillation",,1500 W,,,,,,,,Does Not Apply,,,,,,,,,,,Does not apply,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alera Ceramic Heater Tower with Remote Control 7.17"" x 7.17"" x 22.95"" Black",66.03,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Alera,,,,,,Plastic,,,ALEHECT24 HECT24,,,,,,,,,,,7.63 IN,,,,24.08 IN,,,,,,,0042167201265,042167201265,Black,,,ALEHECT24 HECT24,ALERA,,,,,,,No Applicable Warranty,,,,,Does not apply,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZ707 Power Zone Fan Heater, Gray, 750/1500-Watt - Quantity 1",68.47, ,"['Pros:Cranks out so much heat that lower setting is good enough.Cons:* Too small.* Coating on grill began chipping off in a few days.* Heating elements have a dark area in lower quarter, suggesting a short (maybe just mine?)* Carrying handle detached first day (could have dropped to floor).', ""Probably a good size for a hobbit, or a small child's play house.  For adult human, not so much.Within a few weeks the heater began cranking up to HIGH without being told to,and lost the ability to be turned off--had to unplug.Basically a splendid little fire bomb just waiting for its chance to be left unattended for a while. "", 'pros: Showed up within a few days of ordering. Good price, brand new, compact design, decent quality and works well. I use it everyday and if it lasts 6 months I will buy another.cons: The top handle could be bigger and better (obviously not a deal breaker for me). The fan could be a little quieter.over all: A good deal.', ""Purchased this heater 14 years ago and used it every winter since then.  It is small, but BTUs are BTUs regardless of size and it heats my cabin bathroom just fine in the winter.  Mine does not have the newer tip over safety switch.  I've never had any paint chipping issues and it looks as new as it did the day I purchased it. My only complaint is that the heater, hi/lo fan selector switch is very tight to turn, but I've learned to live with it.  The cord is also long enough that I do not need an extension cords which makes portable electrical heaters even more unsafe.  Hope this helps with your decision."", ""small but put's 0ut a lot of heat and runs quietly"", ""This heater is comparable to the older Big Heat cube and the knobs are easier to adjust' I am pleased with both types of heaters because I needed a compact heater.Thi"", 'Great deal', 'Its very small and I need it to warm /dry carpet in a jeep ...', 'A OK ***********************************', 'Compact heater works as advertised. Great low price.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",comfort zone,"Fan, Electric",Portable Heater,Convection,"Baseboard, Floor",,Steel,1,"Dial, Rotary Knob",Comfort Zone CZ707,120 V,Auto Shut-off,,1001-1500 W,Coil,,Less Than 80%,Standard,Less Than 2000 BTU,100 sq ft or Less,6,CZ707,3 or Less,,n/a,,,,,,,,075877070708,Gray,,,,,,,,China,,,,,HomePlug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HHF360WV3 360-Degree Surround Heater, Fan-Forced, White - Quantity 1",66.71, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",HONEYWELL,n/a,HOME COMFORT APPLIANCES,,,,n/a,,,,n/a,n/a,,,,,,,,,9.020,HHF360WV3,,,n/a,,,,,,,,092926193607,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lorell 17"" Ceramic Tower Heater - Ceramic - Electric - Electric - 1 Kw To 1.50",67.93,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lorell,,,,,,,,,,,,,,,,,,,,,llr-33558,,,,,,,,,,,035255335584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indoor 1500 Watt Electric Baseboard Convection Space Heater with Digital Thermos,67.28, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Thermos,Electric,Baseboard Heater,Convection,,,,,Digital,,,,,,,,,,,,,Does not apply,,,,,,,,,,,Does not apply,White,,,,,,,,,,,,,,,,,HEATER CONVECTION BASEBOARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Zone Electric Portable Heater 5120-BTU Convection Thermostat Black,68.8,30-day returns,"['excellent convection heater , low power draw than my smaller electric portable space heaters. the thermostat though lower setting; the actual temperature register or indicated on display is often 10 degree higher and needs to be re-set via turning off/on the heater. jeg70', ""It's awesome.  Very efficient, dead silent and with the thermostat and trimmer I can precisely set the room temp I want for the time I want. "", 'Perfect for our walk-in closet that is always freezing in winter.  I really like the feature that allows you to automatically control the temperature of the room.  It keeps the closet from getting too hot. ', ""I had another heater in the room that just wasn't doing the trick. Fan would run all the time and not produce enough heat. Replaced it with this unit and am so happy with it. Nice and quiet , too !!"", 'something inside of unit was rtling and could not set the unit to work to opperate! tosed out and got another similar unit, could have been due to shipping?', 'This heater works excellent! Maintains set temperature and makes the whole room feel comfy and warm.', 'Working great puts out good heat ', 'I do like it very much.  Great in my home office when I need extra heat!', 'It works great after it’s broken in . My daughter Loves it.', 'Great controls']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",comfort zone,Electric,"Baseboard Heater Heaters, Baseboard Heater",Convection,,,Metal,1,"Switch, Remote Control, Digital",CZ650,120 V,"Timer, Indoor",,,,,,,,,7.4,CZ650B,,,,,,,,,,0075877125521,0075877125521,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAHRENHEAT 4' 120V Baseboard Heater,65.75,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",FAHRENHEAT,,,,,,,,,,,,,,,,,,,,,F2514,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
