Title,Price,Sold,Reviews,Condition,Brand,Type,Features,Power (W),MPN,EAN,Heating Element Format,Model,Colour,Control Type,Custom Bundle,Location,Manufacturer Colour,Modified Item,Width,Size,UPC,Non-Domestic Product,Material,Power Source,Mounting Location,Number of Heat Settings,Area Covered,Power,Control Style,Heating Element Material,Height,Depth,Heating System,Voltage,Color,Assembled Product Dimensions (L x W x H),Power Type,Manufacturer Part Number,Recommended Location,Assembled Product Weight,Manufacturer,ISBN,Timer Control,Item Length,Smart Home Protocol,Item Width,Bundle Listing,Unit Quantity,Unit Type,Bundle Description,Country/Region of Manufacture,Customized,Item Weight,Modification Description,Motorized,Personalized,Cable Length,Year Manufactured,Design,Voltage Supply,Item Depth,Operating Sound Rating,Annual Fuel Utilization Efficiency (AFUE),Air Direction,Number of Cool Speeds,Heating Technology,BTU Heating Rating,Room Coverage Area,Energy Star,Tank Capacity,Energy Efficiency Ratio (EER),Style,Noise Level,Manufacturer Color,OutOfStockControl,Item Height,Prop65_fl,Prop65Warning,Current Rating,Manufacturer Warranty,Connectivity,Product Weight (lb.),Power/Fuel Type,Product Width (in.),Indoor/Outdoor,Amperage (amps),Room Size,Portable Heater Features,Product Depth (in.),Area Heated (Sq. Ft.),Wattage (watts),Heater Type,Product Height (in.),Portable Heater Safety Features,Cord Length (in.),Voltage (volts),Heater Controls,Smart Home Compatibility,Heating Method,Item Dimensions LxWxH,Assembled Height (Inches),Use Location,Current Rating (Amps),Lowe's Exclusive,Energy Saving Setting,Thermostat,Warranty,EC Range,Manufacturer Color/Finish,Anti-Freeze Setting,Remote Control Included,Portable,Timer,Package Quantity,Series Name,CA Residents: Prop 65 Warning(s),Suitable for Safe Rooms,Wattage,Application,Certifications,Clearance,Heating Wattage,Maintained Operational Temperature,Recommended Environment,Remote Control,Compressive strength,Power deviation,Cable length,Product Name,Thickness,Shipping,Heat Output,Country of Origin,Compatible Brand,Voltage / Wattage / Amperage,Poultry Species,Hatching Egg Breed,Built In Thermostat,Clearance to Combustible Materials,Product Color / Weight,Product Dimensions,Programmable Timer,Remote Control / In-Cord Switch,RESTOCK FEE,Heating BTU,Tonnage,Product Width (in),Cord Length (in),Area Heated (Sq Ft),Heat rating (BTU/hour),Pack Size,Product Height (in),Color Family,globalTradeItemNumber (GTIN),Product Weight (lb),Certifications and Listings,Product Depth (in),Power consumption,Product weight,Heater type,Fins width,Package includes,Oil volume,Power supply,Indoor/outdoor,Item model number,Warranty Description,Department,Finish Types,Number of Pieces,Volume,Is Discontinued By Manufacturer,Batteries Required,Import Designation,item_length,item_width,Accessory Type,Use,Price,Seller,Returns,Service,Satisfaction,USA Shipping,Customer service,Shipping Exclusions,Topic,Language,Age Level,Refrigerant,PackQty,Compressor Type,style,Heater Style,Date Made,Dimensions,Features 1,Features 2,Source,2 heat settings,Carry Handle,Mount Location,Product Length (in),Bulb Type,Number of Elements,Energy Rating,manufacturer_part_number,Origin,Certification,Model Number,Insulation,Pattern Name,Battery Capacity,Battery Life,Weight,Length,Number of Batteries,Battery Size,Battery Included,Motor Type,SKU,StoreCategoryID,Output Power,Gift,Hight,UPC/GTIN Code,Mor Electric Heating SKU,Assembly Required,Firmness,Mount Type,Number of Items in Set,Product,Set Includes,Binding,Studio,Publisher,ProductTypeName,ProductGroup,PackageQuantity,NumberOfItems,Label,Model No.,Application/Usage,Area Coverage,Form Factor,Heating Element,Input Current,Input Voltage,Maximum Heat Power,Oscillation,Power Consumption,Product Model,Product Type,Weight (Approximate),Time Control,Room,Contents of the package,Rated power,Direction adjustment,Power cord length,brand name,Heating method,Overall Height,Overall Width,Heating Element Type,Cord Length,Plug Type,UL Listing,Minimum Heat Power,Baseboard Heating Type,Hydronic,Heating Technology Type,Vented,Heating Product Type,Home Decor Style,Price Per Unit UOM,Fuel Type,Count Per Pack,Country of Origin - Textiles,Finish,Is Portable,Count,Age Group,Color Category,Contained Battery Type,Recommended Use,PPU Quantity of Units,Piece Count,"Cleaning, Care & Maintenance",Shape,Maximum Room Size,Power Options
Cast Aluminum Heater Heating Plate Round Shape Electric Water Heater Parts ,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Electric Water Heater Parts,,,Heating Plate,,,Heating Plate,,,,,,,,,,,Aluminum,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cast Aluminum  Heater Heating Plate,20mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr Infrared Heater DR-968 Portable Space Heater, 1500-Watt, *READ NOTES*FREE SHP",70.0, ,"[""Pros-outside of unit not hot if you touch it.it's on wheels, cycles on to adjust set temperature, has a remote, has a timer, safety switches ( temp &amp; if it tips over ). Youtube videos on how to repair unit, parts available. Looks nice, immediate heat, does not deplete oxygen like a ceramic heater, you can breath easily.Cons- 1500 watts &amp; 12.5 amps power used. Monitor it when you first use it, a weak or bad electrical receptacle can arc! Your plug or power cord could melt or burn. The risk always exists when you use it. I use to do electrician work long ago, be mindful.Read all instructions thoroughly and completely! DO NOT LEAVE UNATTENDED! I still like to use this heater, in fact I own two of them. Follow all safety warnings, it can be a good heater, don't let your guard down.....be vigilant, be safe, and stay warm. I watch TV with one keeping me warm, and happy."", ""Impressed with quality and many features like holding heat level economically, auto dual fan speeds, easy reading temperature, easy set up and great looking unit. Doesn't even look like a heater, more like a piece of furniture or a speaker for a high end stereo system."", 'I hen purchase several brands of infrared heaters .   Dr. Heater is built solid .  Purchased my last one in 2013.   Warranty is unsurpassed with 3 years .  Most heaters just won’t last .  Also puts our more heat output than a comparable EdenPure .   Good value and great  quality .', 'It is a hybrid infrared.  60% of the heat comes from a relatively new PTC heater.  40% comes from infrared.  It heats the air and objects in the room at the same time.  I have a small home of 1250 sq. ft.  I have three of these heaters at various places and have been able to shut my gas furnace down entirely.  Since they are very stingy on electricity, my monthly heating bill is now much less than it used to be!  I would recommend this heater to anyone without hesitation!', 'My Dr 968 1500 watt heater produces heat rapidly and cycles on and off to keep the temp where it is set.  This small unit has a fan that is barely audible and manages to push the heat away from the heat elements into the room and keep the area comfortable.  Lots of heat in a small package.', 'Well-built unit. Small, unobtrusive, and quiet. Easy to use with control panel or remote control, and the built-in thermostat works as it should. A nice feature is that the unit is on wheels so makes it easy to roll out of the way when cleaning and vacuuming. Takes the chill off my small place quite nicely. Great to use during those in-between seasons before or after you shut down or turn on the heating system. I am very satisfied with this product!', 'I have read a great deal of reviews from others before my first purchase. I have other brand spot heaters in my collection. Trial by error I suppose. Colorado Winters can be brutal at times. I purchased this for my mothers not well insulated home. a living room and a kitchen connected, 630 sq ft. this heater will keep it at a comfortable temp. for her. All at a low setting.Shuts off as it should to measure the heat in the room and comes back on when it needs to.It is supplemental. It will not heat a whole home.My unit arrived with a cracked frame on the top left corner. It works though, that is my main concern.Stays on five hours as i programmed and shuts off. Good Bang for the Buck. 5200 BTU is a great output for this size The fan is quiet when running. You can watch t.v. without noticing the heater on.In my opinion, if these units are used wisely, they are useful and can save a bit of money on your bill. Thumbs up on this unit.........', ""I bought this to use in a bedroom because it was advertised as quiet, and it came with a remote.  It's not that quiet- just a little quieter than your average cheapo space heater.  And the remote doesn't power the heater on or off- just lets the unit go on standby, which is kind of a drag.  The standby light is so bright i wound up covering it with a piece of paper.  Except for the remote, it's not worth the money."", 'Despite the fact that the first heater stopped working after 4 years I purchased another, Reasons: great features, heats area very well, low cost to operate, compact and easy to move around', ""Product arrived extremely quickly.  I'm using it in a sun-room to keep the temperatures steady for two parrots.  Am not able to determine if I am saving money on this product or not running it continuously versus other types of heating methods.  Product works well - happy so far.""]","Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Dr. Heater,Portable Heater,,,Does not apply,,,DR-968,,,,,,,,Original,837654715666,,Wood,Electric,Floor,,951-1000 sq ft,1001-1500 W,Digital,,,,Infrared,,Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less Than 2000 BTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Domestic Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pelonis Electric Space Heater 1,500-W Oil-Filled Radiant Thermostat Home Room",70.88,Last item available,"['Love this heater. Plenty of heat, easy to move around, good looking. Price cant be beat. Fast ship. Live in Maine, use it in 8 x 8 greenhouse.  Replaced old unit. Keeps  my veggie seedlings happy when its freezing  outside. The oil in heater retains heat,even when it thermostat is satisfied. Very happy with purchase. G', 'Simple to operate with just the two knobs, Easily to transport on wheels from place to place inside the residence, and heats up well for an open area of space. g', 'Mich safer than what I was using, thanks', 'Very good product', 'Liked the first one, so I purchased another. ', 'I had it for two days and it stopped working ', 'Works wonderful.', 'It is in good value.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Intertek,"Electric Portable Heater, Space Heater","Thermostat, Wheels, Heater, Auto Shut Off, Automatic Shutoff, Indoor, Handle",,HO-0279,0810004813496,,HO-0279,,,,,,,,,0810004813496,,"Metal, Cast Metal",Electric,Floor,3,"300 sq ft or more, Under 150 sq ft",1500 W,Switch,,,,Radiant,120 V,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bladeless 1500-Watt Electric Ceramic Oscillating Space Heater with Digital Displ,74.85, ,"['The slim design takes up little space, it puts out heat very quickly and the remote control is a great feature!', 'After doing a lot of research I chose this heater because it had reviews from others saying it heated large rooms. I have an open kitchen to LR and it does heat up both so much that I have to run on low I get to hot. My previous heater was also a lasko. But the difference with this one is it heats the air not objects in the room. I would buy another. Differences are infared heats objects in room convection heats the air. ', 'I thought by it being blameless it would be silent operation but it is a little noisy. Otherwise nice design.', '   I have been using this heater for about ten days and it still emits a very strong unpleasant smell when turned on. It lasts about twenty min into the use of it. I WILL be returning it as I can no longer tolerate the smell as it makes both me and my wife nauseous. ', 'works great']",,Lasko,Portable Heater,"Auto Shut-off, Timer, Oscillation",,AW315,0046013776358,Coil,Lasko AW315,,,,,,,,,0046013776358,,Ceramic,Electric,Floor,2,,1001-1500 W,"Remote Control, Digital, Touch",Brass,,,Convection,120 V,"Gray, Black",,,,,,,,8 hrs,8.1 in,,10.8 in,,,,,,,,,,,,,,,,None,,,,,Less Than 2000 BTU,,,1 gal or Less (5 L),3 or Less,,,,,,,,,,,,,,,,,,,,,,,,,,,ADT Pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Better Homes & Gardens Fan Forced Heater 1500W Portable Fireplace - Retro,74.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Better Homes & Gardens,Portable Heater/fire Place,Auto Shut-off,,BHF036223297001,,n/a,BHF036223297001,,,,,,,,,6971358490123,,"iron, Copper","Electric, Fan","Desk/Tabletop, Floor",2,--,1001-1500 W,Push Button,n/a,,,Forced Air/Fan,115 V,dark walnut Brown,,,,,,,,,11.91'',,14.71'',,,,,,,,,,,,,,,unknown,n/a,n/a,,,,n/a,,Not Compliant,n/a,A,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,,,,,,,,,A - G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pelonis Electric Space Heater 1,500-Watt Oil-Filled Radiant with Thermostat",70.88,30-day returns,"['Love this heater. Plenty of heat, easy to move around, good looking. Price cant be beat. Fast ship. Live in Maine, use it in 8 x 8 greenhouse.  Replaced old unit. Keeps  my veggie seedlings happy when its freezing  outside. The oil in heater retains heat,even when it thermostat is satisfied. Very happy with purchase. G', 'Simple to operate with just the two knobs, Easily to transport on wheels from place to place inside the residence, and heats up well for an open area of space. g', 'Mich safer than what I was using, thanks', 'Very good product', 'Liked the first one, so I purchased another. ', 'I had it for two days and it stopped working ', 'Works wonderful.', 'It is in good value.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Intertek,"Electric Portable Heater, Space Heater","Thermostat, Wheels, Heater, Auto Shut Off, Automatic Shutoff, Indoor, Handle",,HO-0279,0810004813496,,HO-0279,,,,,,,,,0810004813496,,"Metal, Cast Metal",Electric,Floor,3,"300 sq ft or more, Under 150 sq ft",1500 W,Switch,,,,Radiant,120 V,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Homeleader ETL Portable Radiant Heater, 1250W/1500W Indoor Space Heater, Rapid H",72.4, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,Does not apply,,,,0313106365325,,,,,,,,,,,313106365325,,,,,,,,,,,,,,White,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiant,16.14 x 7.1 x 11.81 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5118 British Thermal Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Comfort 1500-Watt 120-Volt Tower Quartz Heater HQ-1000,74.16,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mainstays,heaters,,,HQ1000,0750545104663,,,,,,,,,,,0750545104663,,,Electric,"Cabinet, Floor",1,,,"Analog/Mechanical, Rotary Knob, Switch",,,,Radiant,120 V,White,,,,,,,,,13.500,Infrared,10.100,,,,,China,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impress Im-759B Oscillating Ceramic Tower Heater,72.22,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Impress,Heaters and Fans,,,IM-759B,0636555997597,,IM-759B,,,,,,,,,636555997597,,,,,,,,,,,,,,,,,IM759B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater F273684 Vent Free Remote Propane Tank Hook Up Kit,73.08,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Mr. Heater,,,,,,,F273684,,,,,,,,,89301002555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LifeSmart HTFN1002 2 In 1 Digital Fan Heater With Oscillation,74.93,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",LifeSmart,,,,htfn1002,,,,,,,,,,,,817223019364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cozy Coop Poultry Heater Cold Weather Protection Flat Panel 200 Watts 120 VAC,75.0,30-day returns,"[""We have made a shelter in our garage for a feral cat that we have been feeding for quite a while. It comes into our garage and goes upstairs to an attic . This heater keeps the little shelter box warm and cozy. It works from radiant heat and does not get hot enough to burn anything so I don't have to be concerned about fires. It doesn't use a lot of electricity and works great!"", 'I would not recommend this product for use in a coop. I bought it to use in a 4\'x6\'x3\' coop and it raised the inside temperature by approximately 10 degrees... not very helpful when the outside temperature averages 10 degrees or less all winter. I tried it in the house first and the temperature sticker (heat sensor) glowed after a few minutes. Once I put it outside, the sticker hasn\'t glowed at all and the chicken\'s water has frozen twice - despite being within inches of the heater. I\'m sure it would be fine for indoor brooding, or even in warmer climates, but if you live ""up north"" where winters are long &amp; cold I would definitely look into something which produces significantly more heat.', ""Great for a small indoor space with not a lot of movement of the air.  It doesn't put out a tremendous amount of heat and can actually be touched without any real discomfort. Would be great for a small chicken coop or a heated animal enclosure (like a dog or cat house) but the switch is not waterproof and neither is the heat panel, so avoid wet situations."", 'Warm safe indoor outdoor type of heater that uses little electricity and since it uses little energy it can also run on a small emergency inverter great peace of mind', 'I have no chickens.....I do have an old house that\'s a 100 years old.....Little drafty in a few places... And, I\'m loving these....The low cost to operate hardly taking any space at all to be used in and just taking a chill out of the air....Well my ""Cock"" is gonna be happy this Winter....', ""easy to use, safe, and doesn't take up a lot of room.  It is however hot to the touch unlike it says!"", 'Works great. Only draws 200 watts. Delivered quickly. Chickens love it.', 'Use it inside for my cockatiel. Note that the bird has to be pretty close (within 5-6 inches) to the for them to feel heat but I am very happy with it. It would work outside with my chickens if they needed it.', ""I won't be running this heater all the time, but there are nights here that go below freezing. I've had chicken's combs freeze before, and it's not pretty. This will keep the coop above freezing, and solve the problem! It mounts on the wall, and it's easy to clean. GREAT product~~~"", 'Amazed, after reading a couple other reviews, but mine arrived intact, and is working perfectly, in some really cold conditions.  I have it in a very small coop, but with -35 temps, it is keeping it fine for my girls!Very happy, so far....knock on wood!']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Cozy,"Panel, Flat Panel","Thermostat, Outdoor",,CL-COOP,,,CL-COOP,,,,,,,,,706069235246,,Plastic,Electric,Wall,2,Large,"200, 200W",Switch,,,,Radiant,120 V,Black,,,,,,,,,"18.98""",,"19 in, 19in.",,,,,China,,,,,,,,,,"0.63""",,,,,,,,,,,,,,,,,,,6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETL / Zero-Clearance / TÜV,,,Approximately 130°,,,,,,,,,,,,120 VAC / 200 Watts / 1.67 Amps,All,All,Yes,No Clearance Required,Black / 6 lbs,"18.98"" x 12.01” x 0.63""",No,"No / Yes -9' - 10"" (Nine Foot & Ten Inches)","YES, All returns subject to Restock Fee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pelonis 1,500-Watt Digital Electric Oil-Filled Radiant Portable Space Heater",74.0, ,"[""This heater is a great product. It doesn't blow heated air around. It gradually heats the air around it so I guess you could say it is subtler and is definitely quieter. I have one in a mid-sized bedroom and two fairly close together in the living room.  I only run the central heat twice in the morning to get the chill out and then these heaters maintain the warmth all day at a better cost. I've had the one for a couple of years with no problems."", '     I have other Pelonis oil filled space heaters..  This one works just as good withe the convenience of the remote control.  highly recommend this product..', 'I thought I was buying a new one. When I got the product it looked like it was out of the box before not put back right and also had scratches all over it . I was not happy ! I was expecting a new one!', ""because  I had one same heater  and it didn't  give me any problems "", 'Good heat output and digital thermostat conserves energy.', 'Very happy with this heater.', 'Verry happy.']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Pelonis,Portable Heater,,,HO-0280,,,HO-0280,,,No,,,,,,750545105004,,Cast Metal,Electric,Desk/Tabletop,3 Heat,,,Digital,,,,Radiant,,Black,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
